Company name,Booth,Website,Website link,Company info
"SID MACHINERY(BEIJING) CO.,LTD",L1-R10,http://-,http://-,"SID (SOCIETE INDUSTRIELLE DE LA DOUX), which started building hydraulic shredders in 1972 for the shredding of tires, is now offering a wide range of machinery and installations for waste treatment and process technology. SID is today the leading company in the world for the planning and construction of shredding installation, especially for the SMP (shredding-mixing-pumping system) for feeding of the rotary kiln. 

Therea are more than 500 references across the world, which cover the MSW, hazardous waste, cement co-processing..."
SIGA OT-SOLUTIONS,L1-J10,http://-,http://-,NA
SINGAPORE ECONOMIC DEVELOPMENT BOARD,L1-M18,http://www.edb.gov.sg ,http://www.edb.gov.sg ,"The Singapore Economic Development Board (EDB), a government agency under the Ministry of Trade and Industry, is responsible for strategies that enhance Singapores position as a global centre for business, innovation, and talent. Our mission is to create sustainable economic growth, with vibrant business and good job opportunities for Singapore."
SINGAPORE WATER ASSOCIATION,B2-G33,http://www.swa.org.sg,http://www.swa.org.sg,SWA is a collaboration among private sector players intent on bringing vibrancy to Singapores growing water industry. SWA aspires to play a role in efforts to profile and promote Singapore as a one-stop centre for water related services and as a water technology hub. It serves as an arena for networking among members through dissemination of information on emerging business opportunities and new technologies. SWA also serves as an important link for members to the international water network; contributes to strengthening the presence of Singapore companies in the global market; and acts as a private sector voice for the industry.
"SINGAPORE'S NATIONAL MEMBRANE CONSORTIUM, SG-MEM",L1-N10,http://,http://,"The National Research Foundation Singapore (NRF) has set up a national-level consortium on membrane science and technology to promote research, collaboration, and commercialisation in innovative membrane products and technologies.  The Singapore National Membrane Consortium (SG-MEM) connects expertise in our research institutes with companies, to translate cutting-edge research in membrane technologies into products and technologies that meet industry needs.  It provides a seamless platform for researchers, industry and government agencies to promote and access membrane technology for focus areas including energy, pharmaceuticals, food and beverage, biomedical applications, and water.  SG-MEM, which was inaugurated in February 2018, already has 17 industry partners."
SINGNERGY CORPORATION PTE LTD,B2-G32,http://www.singnergy.com,http://www.singnergy.com,"Singnergy Corporation Pte Ltd is the first in the world with new ground-breaking technology for drying applications.

They manufacture fast and energy efficient waste treatment systems using their own patented technology to provide solutions for food waste and sludge drying. 

The highly efficient dryer turns food waste/sludge to by-product (biomass, animal feed, fertilizer etc.) to significantly reduce waste volume while offering an economical, safe, simple and flexible solution with different capacities to be applicable to a wide range of industries."
SMITECH ENGINEERING PTE LTD,B2-G30,http://www.smitech.com.sg,http://www.smitech.com.sg,"Founded in the 1980s, SMITECH is a renowned M&E; company synonymous with the infrastructural foundation of Singapore itself.

Widely regarded as one of the most established M&E; company in the industry, SMITECH has participated in mega national projects paramount to the well-being of Singapore. Cutting edge technology coupled with precise efficiency, SMITECHs success resides in the people who make us who we are; many who are in their own name, industrial experts with substantial fame and proven track-records."
SMIXIN,L1-R10,http://www.smixin.com,http://www.smixin.com,"Smixin is a company that has innovation in its genes. Based in Switzerland with offices in Asia, the clean-tech company develops solutions that modernise hand washing to meet the needs of the community and public spaces. It has developed four pioneering products:
•     Combi, a complete hand-washing unit with a flow rate of 0.7 lpm
•     Compact, combination of classic faucet & soap dispenser with a record-breaking flow rate of 0.7 lpm
•     Comfort, a networked faucet with a record-breaking minimum flow of 0.7 lpm"
SOLAR WATER PLC,B2-T30,http://-,http://-,NA
SPRINGER NATURE SINGAPORE PTE LTD,L1-N46,http://www.springer.com,http://www.springer.com,"With more than 200 Nobel Prize winners among the authors of our books and journal articles, it is safe to say that Springer has earned its place among the worlds foremost STM publishers. As an e-first company our editors discover the best authors and help to disseminate their research, while our developers deliver the next big thing in scholarly communications. Our dedicated teams crisscross the globe to get journal articles, books, protocols and other products into the hands of the researchers, librarians and practitioners who need them most.

Web: www.springer.com; http://www.springernature.com/gp/"
ST ENGINEERING MARINE LTD,L1-K10,http://www.stengg.com,http://www.stengg.com,"ST Engineering Marine provides turnkey building, repair and conversion services for naval and commercial vessels. In shipbuilding, it has proven capabilities to provide turnkey solutions from concept definition to detailed design, construction to through-life support. It has an established track record in providing high engineering content ship repair and conversion services. 

ST Engineering Marine also provides sustainable environmental engineering solutions to meet the increasing global demand for innovative green solutions."
STEEL MAINS,B2-Q09,http:// ,http:// ,"Leading manufacturer of Steel Pipelines and fittings for the water industry, providing world class jointing systems, external corrosion protection and internal corrosion protection linings. Steel Mains has been manufacturing Steel Pipelines for over 100 years. Our product range includes Steel Pipes manufactured to AS1579. We have jointing systems including Rubber Ring Joint (RRJ) and welded joints. We provide the combination of a rubber ring joint with an external weld known as Sintalock Joint. Our external protection system is Sintakote, fusion bonded polyethylene sleeving. Our internal lining is cement lining."
SUEZ,B2-J20,http://www.suez.com,http://www.suez.com,"With 90,000 people on the five continents, SUEZ is a world leader in smart and sustainable resource management. We provide water and waste management solutions that enable cities and industries to optimize their resource management and strengthen their environmental and economic performances, in line with regulatory standards. To meet increasing demands to overcome resource quality and scarcity challenges, SUEZ is fully engaged in the resource revolution. With the full potential of digital technologies and innovative solutions, the Group recovers million tons of waste, produces secondary raw materials and secures water resources, delivering wastewater treatment services and reusing wastewater."
SUMIYOSHI ENGINEERING PTE LTD,B2-V10,http://-,http://-,"Sumiyoshi Engineering Pte Ltd is an EPFS (Engineering, Procurement, Fabrication & Supply) company based in Singapore and managed by Japanese management. We are ISO 9001, 14001, OHSAS 18001, AS9120A certified company. 
Founded in May 2003 in Singapore and then expanded business in various countries of Asia, Indian-Subcontinent, Middle-East and beyond. Sumiyoshi Engineering Pte Ltd is a company dedicated to growth and excellence.  We provide various Japanese and other origin products to the various engineering fields  viz. Oil& Gas, Refineries, Power Plants, Pharmaceuticals , Water and Waste Water industries etc. Our Products includes Water Reforming Device BIOWATER from Toshikogyo  Japan."
SUNTECH ENGINEERING,B2-X11,http://www.suntech-eng.co.kr,http://www.suntech-eng.co.kr,"SUNTECH ENGINEERING has developed proprietary technology for the protection of water resources and processes.
Since it's establishment 2004, we have achieved a great deal through constant innovations.
Our Aqua2000 series of water quality analyzers offers the ability to monitor single parameters like Turbidity, Chlorine Residual, Conductivity and pH, to multi-parameter (all-in-one) platforms like the Aqua2000-5n and Aqua2000-i5.  The instruments are designed to be simple to use and capable of performing optimally in the all of the industry's environments. 
Suntech is the leading brand for water quality instruments in Korea and is quickly gaining recognition in many countries around the world."
"SUPMEA AUTOMATION CO.,LTD",B2-P36,http://www.supmea.com,http://www.supmea.com,"SUPMEA IS A PROFESSIONAL MANUFACTURER AND SUPPLIER FOR INDUSTRIAL PROCESS AUTOMATION SENSORS AND INSTRUMENTS. RECORDER,FLOWMETER,PRESSURE TRANSMITTER, WATER ANALYSIS INSTRUMENT ETC. SUPMEA OFFERS SUPPORTING PRODUCTS AND FOR ONE-STOP-SERVICE AND IN INDUSTRIES AS WIDESPREAD AS WATER&WASTEWATER;, CHEMICAL&PETROCHEMICAL; IN MORE THAN 50 COUNTRIES."
SWAN ANALYTICAL SINGAPORE PTE LTD,B2-P12,http://www.swan.ch,http://www.swan.ch,"SWAN Analytische Instrumente AG has been a global leading provider of on-line analytical systems in the water industry. The current product portfolio ranges from ultrapure water (like pharmaceutical and semiconductor applications), feedwater, steam and condensate monitoring as well as potable water and industrial water treatment up to swimming pool and sanitary water applications. Our instruments 
are distinguished by their reliability, quality and user-friendliness. 

SWAN Analytische Instrumente AG comprehensive instrumentation portfolio is entirely dedicated to water analysis providing reliable and cost efficient as well as low-maintenance instrument solutions."
SWISSENVIRO GMBH,L1-R10,http://www.swissenviro.ch,http://www.swissenviro.ch,"Swissenviro GmbH is the organizer of the Swiss Pavilion at international environmental technology trade fairs. The aim is to provide international networking and direct B2B contacts to export-orientated Swiss companies interested in specific markets. By participation in the Swiss Pavillon, we bring together Swiss SMEs with trade visitors, potential foreign customers and distributors. 

We closely work together with federal departments and the relevant associations such as VSA, Cleantech Alps, SVUT and Energie-Cluster. We are supported by the Federal Office for environment (BAFU), as well as Switzerland Global Enterprise (S-GE)."
SYMBIONA,L1-K14,http://www.symbiona.com,http://www.symbiona.com,"Symbiona is an established technology provider with offices in London, Warsaw and Kuala Lumpur. Since 1993 we specialise in aerobic and anaerobic wastewater treatment and reuse, water treatment, sludge processing and biodegradable wastes reduction having completed over 150 projects. 
Our scope of supply ranges from design, consulting, technology and project management, through to turnkey project delivery. 
Symbiona's solutions include water treatment systems, SWRO, AnoxyMem® AnMBR (anaerobic MBR systems for high strength effluents and organic waste fermentation), thermal hydrolysis DIGETHERM™ , AnoxyBed™ high-rate anaerobic reactors, DIGEFLO™  biogas flotation systems, ROVAPO®  Zero Liquid Discharge technology, AeroMem™ aerobic MBR and MBBR systems for municipal and industrial applications."
TANK CONNECTION,L1-P36,http://www.tankconnection.com,http://www.tankconnection.com,"Tank Connection is the leading bolted tank manufacturer for factory coated bolted storage tanks and aluminum geodesic dome covers for dry bulk and liquid storage applications. Tank Connections Bolted RTP (rolled, tapered panel) is the #1 bolted tank design selected worldwide. APEX Domes by Tank Connection, represents the pinnacle of precision engineered aluminum geodesic covers. 
Tank Connections state-of-the-art fusion powder coating system is designed to meet the needs of your storage tank requirements for long life and low maintenance. Tank Connection is an employee owned company, manufacturing American-made products in ISO 9001 certified facilities in the U.S."
TECEXSA,-,http://www.tecexsa.es,http://www.tecexsa.es,"DAF Systems
Water Treatment Solutions
Waste Water Solutions
Drinking Water Solutions
Desalination
..."
TECTA PDS,B2-V22,http://www.tecta-pds.com,http://www.tecta-pds.com,"TECTA-PDS markets the world’s first, automated, EPA-approved microbiological water quality monitoring system, which lowers overall monitoring costs and improves both water quality and human health. Originally formed in 2003 under the name Pathogen Detection Systems (PDS) as a direct result of the Walkerton disaster in Ontario, Canada, TECTA-PDS was determined to revolutionize microbiological monitoring methods. With over 270 systems now around the world and adopted as the method to test water in over 25 countries, TECTA-PDS is succeeding in achieving its goal of setting the new standard for microbiological monitoring of drinking water quality."
TERRAHEIM,B2-W06,http://www.terraheim.co.kr,http://www.terraheim.co.kr,"Terraheim has developed anti-microbial nano-composite technology that can be utilized to keep drinking water distribution network clean. This technology can be applied to plastic and steel water pipes to reduce the possibility of biofilm formation, and thus the biological stability of tap water can be increased dramatically. It is cost saving and can be applied to many kinds of fluid-transporting pipes. We are expecting to cooperate with a partner who is interested in a commercial, financial or joint venture agreement."
TETHYS INSTRUMENTS,L1-S24,http://www.tethys-instruments.com,http://www.tethys-instruments.com,"TETHYS INSTRUMENTS is a leading global provider of gas and water on-line analysers for environmental applications. Headquartered in France, our distributors worldwide and us provide top-class service and instrumentation for environmental monitoring."
THE CHINESE FLUID POWER ASSOCIATION,B2-S27,http://www.tcfpa.org.tw,http://www.tcfpa.org.tw,NA
THE DOW CHEMICAL COMPANY,B2-V14,http://www.dow.com,http://www.dow.com,"The Dow Chemical Company (Dow) combines science and technology knowledge to develop premier materials science solutions that are essential to human progress. Dow has one of the strongest and broadest toolkits in the industry, with robust technology, asset integration, scale and competitive capabilities that enable it to address complex global issues. Dow’s market-driven, industry-leading portfolio of advanced materials, industrial intermediates, and plastics businesses deliver a broad range of differentiated technology-based products and solutions for customers in high-growth markets such as packaging, infrastructure, and consumer care."
THE EMBASSY OF ISRAEL IN SINGAPORE,L1-J10,http://embassies.gov.il/,http://embassies.gov.il/,"A global leader in water technologies, Israel at SIWW 2018 is presenting a spectrum of advanced solutions. Israel has long played a major role in the Watertech field, evolving from a nation of limited natural resources to a significant player in global sustainability.  Making use of its highly educated workforce and vast experience in the hi-tech industry, the country has developed an industry dedicated exclusively to sustainable water, energy and environmental technologies."
"THE INSTITUTION OF ENGINEERS, SINGAPORE",L1-N40,http://-,http://-,NA
THE SINGAPORE TOURISM BOARD (STB),L1-T13,http://www.stb.gov.sg,http://www.stb.gov.sg,"The Singapore Tourism Board (STB) is the lead development agency for tourism, one of Singapore’s key economic sectors. Together with industry partners and the community, we shape a dynamic Singapore tourism landscape. We bring the Passion Made Possible brand to life by differentiating Singapore as a vibrant destination that inspires people to share and deepen their passions"
THE SNIFFERS,-,http://www.the-sniffers.com,http://www.the-sniffers.com,"Emission reduction services such as Leak Detection And Repair, Optical Gas Imaging, storage tank emission monitoring, wall thickness measurements, Fugitive emission management software

Energy saving programs such as flare loss management, steam loss management, thermographic inspections, compressed air and vacuum leak detection

Pipeline services such as pipeline localization and digitalization, leak detection in underground pipelines, pipeline inspections on foot, by car, from the air, pipeline corrosion protection, leak detection with sniffing dogs, pipeline data management software"
"TM.E. S.P.A. TERMOMECCANICA ECOLOGIA,",-,http://www.tme.termomeccanica.com,http://www.tme.termomeccanica.com,"TME is the company within the Termomeccanica Group that deals with design, construction and management of civil and industrial plants in the field of environment, through two divisions: “Water Treatment Division” and “Waste to Energy Division”. 
TME’s technological capabilities have developed over the years both through long term contracts, which have established a stable and efficient first order business structure.  
We have all the main technologies such as air and water-cooled combustion grates, fluidised bed and rotary kiln system and is able to supply dry, semi-dry and wet flue gas cleaning systems, thermal and catalytic systems for nitric oxides removal."
TMW,L1-S29,http://www.tmw-technologies.com,http://www.tmw-technologies.com,"TMW is a French recognised manufacturer who has developed the patented MHD (multi-stage humidification and dehumidification). This is an innovative and robust evapo-concentration process using atmospheric pressure, inspired by the natural water cycle."
TOMCO2 SYSTEMS,L1-Q34,http://www.TOMCOsystems.com,http://www.TOMCOsystems.com,"TOMCO2 Systems offers a range of products for use in such widely diverse industries as water treatment, oil field tracking and poultry pathogen management. While a traditional focus continues on equipment for the transportation, storage and application of carbon dioxide, we now offer numerous advanced systems to a wider range of customers. We are actively growing our company based on high quality solutions and devoted customer support that has established us a valued and trusted provider to businesses of all sizes in many fields."
"TONGXIANG SMALL BOSS SPECIAL PLASTIC PRODUCTS CO.,LTD",B2-S32,http://www. smallboss. Com,http://www. smallboss. Com,"Tongxiang Small Boss company is a comprehensive hi-tech enterprise established in 1992 specializing in the research and development , production and sale of environmental friendly products and MBBR biological filter media. Small Boss company has cooperated with Shanghai University and Wuhan University to carry out research and development of water treatment filter media since 2004 , After years of efforts , Small Boss has successfully developed a number of new Biological Filter Medias and obtained 68 national patents for the products including 12 patents for MBBR biological filter media ."
TORO EQUIPMENT,B2-M22,http://-,http://-,"Toro Equipment is a leading European company specialized in the design and manufacture of equipment for industrial and urban wastewater treatment, water processing, water reuse and sludge treatment.

We offer our customers the best water treatment solutions, based on more than 25 years’ experience in the design and manufacture of equipment, as well as commissioning.

We offer custom solutions for both the private and public sectors, and have supplied equipment to more than 50 countries worldwide, with international markets accounting for more than 70% of our sales."
TRIDENT WATER SYSTEMS PTE LTD,B2-G12,http://www.tridentwater.com.sg,http://www.tridentwater.com.sg,"At Trident Water Systems (TWS), we solve challenging waste water problems with chemical free solutions. 

Established and headquartered in Singapore, we are an industrial effluent treatment solutions provider specialising in electro-coagulation (EC), a unique, chemical free waste water treatment profile. The system has been applied across various industries including Textile, Oil & Gas, Food & Beverage, Agro chemical, Mining, Pulp & Paper and others.

The company currently has projects and operations in Bangladesh, Indonesia, Myanmar, China, Korea and other countries in Asia Pacific."
TRITECH GROUP LIMITED,B2-L29,http://www.tritech.com.sg,http://www.tritech.com.sg,"Tritech Group Limited (TGL) is a public-listed company in SGX.

Tritech Environmental Group (TEG), a business group wholly-owned by TGL which focus in water-related and environmental business, is a leading water and environmental solution provider that provide total solution for all tiers of customer.

Tritech SysEng (S) Pte Ltd, a subsidiary under TEG, committed to real-time environmental monitoring solutions in Water Quality, Hydrology, Meteorology, Surveilliance System, TSS, has over 10 years of experience in system design, deployment and maintenance services. 

Tritech Water Technologies Pte Ltd, another subsidiary of TEG, specializes in providing water treatment system, manufacturing and supply of membranes, membrane-related products."
TURBOWIN,B2-U06,http://www.turbowin.co.kr,http://www.turbowin.co.kr,"Turbowin manufactures 
 Oil Free/High Speed/High Efficiency Turbo Blower & Compressor
 for wasted water treatment and industrial applications
 with its own R&D; including professional design capacity"
U.S. EMBASSY - U.S. COMMERCIAL SERVICE,L1-P32,http://www.export.gov/Singapore,http://www.export.gov/Singapore,The U.S. Commercial Service is the trade promotion arm of the U.S. Department of Commerces International Trade Administration. U.S. Commercial Service trade professionals in over 100 U.S. cities and in more than 75 countries help U.S. companies get started in exporting or increase sales to new global markets.  The U.S. Commercial Service office in Singapore offers a wide variety of programs and activities to help U.S. companies enter the Singapore market and through Singapore to the surrounding ASEAN region.
UES HOLDINGS PTE LTD,B2-F02,http://www.uesh.sg,http://www.uesh.sg,"UES Holdings Pte Ltd (""UESH""), founded in 1966, is a leading Singapore-based environmental engineering company, providing technical and engineering solutions for environmental projects in the areas of Water, Wastewater, Air and Renewable Energy. UESH is able to undertake a wide range of projects in Singapore and Asia on an EPC, BOT, DBO, DBOO and DB basis, in the following areas:
- Municipal sewerage and industrial wastewater treatment
- NEWater production
- Water recycling and desalination
- Surface and groundwater treatment for potable use
- Industrial and process water supply
- Sludge treatment and disposal
- Air pollution and Odour control
- Renewable energy
- M&E; building services"
UGL (SINGAPORE) PTE LTD,B2-D05,http:// ,http:// ,UGL are pleased to be part of this unique and innovative design and construction project. Our  experience in technology integration and engineering  will ensure out client receive the best quality and the most economical solution.
UNIVERSITY OF WATERLOO,B2-V22,https://uwaterloo.ca/water-institute/ ,https://uwaterloo.ca/water-institute/ ,"The University of Waterloo established the Water Institute in 2009, building on four decades of excellence in water-related research, education and innovation.   The Institute includes about 150 researchers and 300 graduate students from across all six university academic faculties (Applied Health Sciences, Arts, Engineering, Environment, Mathematics and Science) and 20 departments or schools. In 2013, the University of Waterloo’s Water Institute was ranked as the 10th best water research institution in the world."
Urban Farming Partners,B2-M32,https://www.urbanfarmingpartners.sg,https://www.urbanfarmingpartners.sg,"Urban Farming Partners, a group of experts in the fields of horticulture, water and energy, logistics, Liveable Cities, business development, legal structures and training and education are working together with the Dutch Government. This combined knowledge, expertise and skills ensures our added value to develop integrated food chains through our Urban Farming product. UFP has joined forces with HSL, an infrastructure construction company in the ASEAN region, Edible Garden City, a local champion in the grow-your-own-food movement and Nanyang Technological University. Together they will develop a large scale integrated commercial farm in HSL’s existing building."
UTILIS,L1-J10,http://-,http://-,"Utilis has developed a one of its kind solution that helps water utilities find underground treated water leaks with the usage of satellite imagery.  Not only does the solution find background leaks that were not found by the traditional methodologies, but also finds more leaks/day.
The goal of the solution is to provide information to acoustic leak detection teams to be more cost and time efficient during field work."
VALPLAST INDUSTRIE,-,http://www.valplast.ro,http://www.valplast.ro,"Valplast Industrie produces a wide range of solutions including plastic sewers, pipes for protection of electrical and telecommunication cables, composite manhole covers and more. The products are divided in four product range.
• BasicLine is the external sewerage system that offers you everything you need in this field: from pipes to composite manholes cover.
• SpingLine provides PVC pipes for drilling and complete solutions for wells and tubing systems.
• DainLine - PVC pipes for drainage represent the modern and efficient solution for pluvial water management.
• CableLine - PVC pipes for cable posing and protection assure the mechanical and electrical protection for cables."
VALUE VALVES PTE LTD,B2-D08,http://www.valuevalves.com,http://www.valuevalves.com,"VALUE VALVES is leader of Quarter and Multiple-turn Isolation valves since established in 1980, our group exhibit excellent reputation as a flow control professional. Continuing our unprecedented successful history, we strive to be market leader of high performance, reliable valve solutions to meet customer expectations. VALUE IN VALVING, thats us!

Our partner SUN YEH, manufacturing specialist of quarter-turn, spring return fail-safe and linear electric actuators fit with ball valves, butterfly valves, dampers and globe valves which serves various industrial, water treatment, HVAC, tunnel/metro ventilation, environmental protection system, etc.

We had ISO9001 and ISO14001, all products CE and CSA certified."
VECTOR BIOMED PTE LTD,B2-H26,http://WWW.VBM.COM.SG,http://WWW.VBM.COM.SG,"Vector Biomed is a leading Life Science, Biomedical, Scientific, Robotics, Environmental and Engineering Didactic solutions provider to the R&D; Institutions, Education Institutes, Food & Pharmaceutical Industries, Hospitals, Testing Laboratories and Commercial Industrial Companies.

CAPABILITIES

- OEM Equipment Supply, Delivery, Installation, Commissioning
- System and Component Engineering Design-In & Integration
- Turnkey Project Management
- On-Site Technical After-Sales & Service
- Post Warranty Support and Maintenance Contracts
- Consultancy - Solution, Research & Planning
- Procurement Sourcing Service

MARKETS

Life Sciences | Biomedical | Clinical
Scientific | Environmental Biology
Educational Didactic Systems
Robotics | 3D Printing | Drones | AI Systems"
VEGA INSTRUMENT (SEA) PTE LTD,B2-X16,http://www.vega.com,http://www.vega.com,VEGA is active in over 80 countries with its globe-spanning network of subsidiaries and distributors. The company and its products have all the necessary certificates and approvals for worldwide application. This applies to the technical safety as well as the quality of the products and services.
VILLAGEPUMP BV,B2-M32,http://www.villagepump.org,http://www.villagepump.org,"Villagepump BV of the Netherlands has become an important player worldwide in the design, manufacturing and selling of innovative water purifiers for rural, suburban and disaster-struck areas. We have already shipped more than 400 units world wide, including to customers like BRAC, Unicef and Solidarites International. Our unique hand powered Villagepump 500 delivers safe, clean drinking water from almost any fresh water source, without the need for external energy. Each self-cleaning unit can serve up to 250 people, complying to WHO-standards for removal of bacteries, viruses and turbidity. Low cost, low maintenance and plug-and-play!"
VISCOY PTE LTD,B2-F26,http://www.viscoy.com,http://www.viscoy.com,"Viscoy specializes in Remote Visual Inspection (RVI) equipment. The first step in infrastructure maintenance and repair is visual inspection to assess the condition of affected area. This can be challenging, especially if the area of interest is small, inaccessible or even hazardous. We offer a wide spectrum of visual inspection equipment and customised solutions to overcome your visual inspection challenges. Our products range from small diameter videoscopes for inspection of the narrowest and most inaccessible spaces, Push Cameras, CCTV Crawler Systems for long range inspections of pipelines, to powerful Pan-Tilt & Zoom cameras for the inspection of large confined spaces."
"VONTRON MEMBRANE TECHNOLOGY CO.,LTD",B2-H16,http://www.vontron.com,http://www.vontron.com,"Vontron is specialized in R&D;, manufacture and technical service of RO and NF membrane elements. Owning the core technology and capability for fabrication of membrane sheet, Vontron is the biggest professional manufacturer of compound RO membranes in China, and is the provider of system design and applied service with powerful technical support."
WAGGONNER AND BALL ARCHITECTS,L1-Q33,http://www.wbarchitects.com/,http://www.wbarchitects.com/,"Waggonner & Ball provides complete architectural services including facility assessment, programming, site planning, schematic design, design development, construction documents, bidding and contract negotiation, construction administration, and post-occupancy evaluation. 

After Hurricane Katrina, Waggonner & Ball saw an opportunity for New Orleans to reinvent itself as a sustainable city that embraces its lifeblood - water. The firm championed a process that examines history, soils, biodiversity, infrastructure networks, and urban space, along with the forces of water. This holistic foundation for design was developed during the Dutch Dialogues process and continues through the City's recent adoption of the Greater New Orleans Urban Water"
WAM SINGAPORE BHM PTE LTD,B2-K30,http://www.wamgroup.com.sg,http://www.wamgroup.com.sg,"The Italian WAMGROUP, worldwide leader in developing and manufacturing equipment and plant components for bulk solids handling and processing, has been represented in Singapore by its own subsidiary since 1989. WAM Singapore is responsible for distribution of the WAMGROUP product range in Singapore, Brunei and the Philippines and has a coordinating role of the Groups subsidiaries in Malaysia and Indonesia.
It is the goal of WAM Singapore to provide a vast customer base with attractively priced products in industrial quality, specifically tailored to the different needs of a variety of industries."
WATER ALLIANCE,B2-M32,http://www.wateralliance.nl,http://www.wateralliance.nl,"Water Alliance is a unique partnership of public and private companies, government agencies and knowledge institutes involved in the Dutch water technology. We focus on innovative and sustainable water technology that can be used worldwide and support enterprises in the water technology industry in terms of (international) matchmaking, networking and business development. Water Alliance is partner in business at WaterCampus Leeuwarden. WaterCampus Leeuwarden stimulates cooperation between (inter)national businesses, educational institutes and governments within the water technology sector, in order to create synergy for world class innovation, education and entrepreneurship. This strengthens the global position of the European water technology Hub."
WATER AND WASTEWATER ASIA,L1-P46,http://-,http://-,"Water and Wastewater Asia is an indispensable tool for trade professionals who are always on-the-go. With a wide network to important and powerful leaders, our global reach will offer you the latest trends, developments and news in the industry with an Asian perspective. Water and Wastewater Asia also incorporates the official newsletter of the Singapore Water Association (SWA)."
WATER DESALINATION + REUSE,L1-P45,http://www.desalination.biz,http://www.desalination.biz,"Water. Desalination + reuse is the leading magazine and online information provider targeting plant designers, developers, owners and operators and senior decision makers in the industry. Our quarterly magazine has 4,000 readers, including all members of the IDA (International Desalination Association) and our website is used by around 15,000 readers every month.

Request our free weekly newsletter at: www.desalination.biz
Read the magazine online at: read.desalination.biz
Subscribe to the magazine at: https://subs.desalination.biz/subscribe"
WATER INDUSTRY ALLIANCE,B2-R35,http://www.waterindustry.com.au,http://www.waterindustry.com.au,"The Water Industry Alliance is a globally-recognised hub of water expertise and research based in South Australia, which drives growth for its members and the Australian economy. The Alliance has over 100 members that collectively represent the complex business of water, including: manufacturers, contractors, engineering services, technology companies, water utilities, government departments, professional services and research organisations. We strive to represent, support and promote our members to ensure we maintain and grow our capability to deliver leading-edge water solutions and drive national and global demand for our members' products and services."
WATER INNOVATION PAVILION,L1-N10,http://-,http://-,"A showcase of local and international companies with game-changing innovative technologies. Visit the Water Innovation Pavilion to witness how these technologies work, explore business opportunities and find out how some of these technologies were adopted by PUB, Singapore’s National Water Agency."
WATER OPTICS TECHNOLOGY,L1-N10,http://-,http://-,NA
"WATER RESOURCES AGENCY, MOEA, TAIWAN",B2-T06,http://-,http://-,NA
WATER TODAY PVT LTD,L1-Q38,http://www.watertoday.org,http://www.watertoday.org,"Water Today – The Magazine is India’s leading publication that provide in-depth knowledge related to Water and Wastewater Treatment Industry and create awareness about effective Water Management Systems.  In every issue, we cover various information and news related to water treatment plants, types of treatment plants, technical information, OEM’s products launch. Our annual directory, Water Pages is a comprehensive directory of companies, across every segment of the water and wastewater industry. It is a massive compilation showcasing the addresses, orientation and contact details of all the Indian companies engaged in the water and wastewater industry."
WATERGEN,L1-J10,http://-,http://-,"Watergen is an Israel-based, award-winning developer of Water-from-air solutions. Our cutting-edge and patented technology provides a low cost, abundant and renewable source of fresh and clean drinking water by extracting it directly from the atmosphere. Watergen’s solution is a game changer that will improve quality of life and health, as well as save lives. 
 
Watergen's water generators produce the safest, cleanest and fresh-tasting drinking water and can potentially service billions around the world. Watergen’s products are suitable for every community size from cities, villages, commercial centers, schools, and hospitals to offices, residential buildings and private homes."
WATERPLY,L1-N10,http://-,http://-,NA
WATERTAP,B2-V22,http://WaterTAPontario.com ,http://WaterTAPontario.com ,"WaterTAP champions  Ontario as a thriving  center of excellence for water  technology and helps grow globally  competitive companies. WaterTAP provides  unique value to growing water companies in Ontario  by assisting with product commercialization and investment  readiness, as well as accelerating the adoption of new technologies  by end users."
WEHRLE UMWELT GMBH,-,http://www.wehrle-umwelt.com,http://www.wehrle-umwelt.com,"Membrane Bioreactor BIOMEMBRAT(R) 
Low-Energy Membrane Bioreactor BIOMEMBRAT-LE(R)
Enhanced Granulated Sludge Blanked anaerobic bioreactor BIODIGAT-SB(R)
Activated Sludge anaerobic bioreactor BIODIGAT-AS(R)
Anaerobic Filter anaerobic bioreactor BIODIGAT-AF(R)
Continuouslys Stirred Tank Reactor anaerobic digestion BIODIGEST(R)
Jet Zone Bioreactor BIOSTREAM(R)
Deammonification Bioreactor BIOMOX(R)
Ultrafiltration
Nanofiltration
Reverse Osmosis"
WEICON,B2-M10,http://www.weicon.com,http://www.weicon.com,"Since 1947, WEICON GmbH & Co. KG has been producing speciality products for the industry in Germany. The range of products includes special adhesives and sealants, technical sprays and high-performance assembly pastes and greases for all areas of industry - from production over repair up to maintenance. Another field of activity is the development, sales and distribution of stripping tools.
The company headquarters is located in Muenster, Germany. WEICON has subsidiaries in Dubai, Canada, Turkey, Romania, South Africa, Singapore and in the Czech Republic and is represented by WEICON partners in more than 100 countries all over the world."
"WENLING YOUNIO WATER METER CO.,LTD",L1-Q20,http://Youniowatermeter.com,http://Youniowatermeter.com,"WENLING YOUNIO. COVERS AN AREA OF MORE THAN 5000 SQUARE METERS WITH A STAFF OF MORE THAN 150, OWNING DESIGN AND R&DCENTER;,ACCESSORIES PRODUCTION CENTER, WHOLE MACHINE PRODUCTION CENTER,INSPECTION AND TESTING CENTER.WE ARE NOW CAPABLE OF PRODUCING ABOUT 2 MILLION PIECES WATER METERS ANNUAL."
WOG TECHNOLOGIES PTE LTD,B2-L35,http://www.woggroup.com,http://www.woggroup.com,NA
